game_id, config, placement_1     , placement_2     , placement_3
    250, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    252, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    253, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    255, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    254, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    256, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    258, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    257, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    260, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    259, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    261, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    262, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    264, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    263, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    265, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    267, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    266, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    268, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    269, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    270, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    271, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    273, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    272, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    275, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    274, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    277, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    276, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    278, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    279, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    281, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    280, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    283, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    282, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    284, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    285, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    286, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    288, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    287, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    291, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    290, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    292, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    289, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    293, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    294, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    295, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    297, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    296, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    298, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    300, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    299, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    301, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    303, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    302, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    304, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    308, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    309, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    305, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    306, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    307, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    310, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    312, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    311, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    315, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    313, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    314, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    316, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    317, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    318, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    319, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    320, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    323, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    321, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    322, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    324, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    327, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    325, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    326, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    328, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    329, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    330, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    331, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    333, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    332, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    335, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    334, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    336, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    337, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    338, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    339, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    340, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    341, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    342, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    343, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    344, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    346, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    345, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    347, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    350, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    348, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    351, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    349, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    352, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    353, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    354, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    355, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    356, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    358, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    357, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    359, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    360, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    362, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    361, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    363, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    364, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    365, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    366, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    367, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    369, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    370, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    368, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    371, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    372, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    373, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    374, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    375, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    376, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    378, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    377, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    379, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    380, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    381, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    382, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    385, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    386, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    383, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    387, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    384, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    388, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    390, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    389, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    391, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    392, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    393, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    394, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    397, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    395, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    396, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    398, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    399, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    400, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    402, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    404, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    401, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    403, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    405, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    406, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    407, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    408, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    412, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    410, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    411, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    409, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    413, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    414, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    416, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    415, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    417, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    418, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    420, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    419, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    421, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    423, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    422, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    424, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    426, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    427, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    425, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    428, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    429, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    430, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    431, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    432, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    433, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    434, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    435, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    437, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    436, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    438, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    440, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    439, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    441, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    442, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    443, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    444, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    448, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    447, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    445, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    446, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    449, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    450, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    451, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    452, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    454, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    453, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    455, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    456, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    459, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    458, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    457, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    460, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    462, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    463, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    461, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    465, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    464, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    467, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    466, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    468, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    470, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    471, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    469, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    473, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    475, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    472, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    474, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    476, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    477, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    479, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    478, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    481, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    480, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    482, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    483, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    484, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    485, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    486, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    487, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    488, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    491, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    489, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    490, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    492, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    493, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    495, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    494, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    496, A2_B1 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Basic
    500, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    498, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    501, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    497, A2_B1 , ISMCTS-Basic    , ISMCTS-Basic    , ISMCTS-Heuristic
    499, A2_B1 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Basic
    503, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
